,image_name,settings1,settings2,settings3,objects,objects count,people count,activities_content,age,gender,race,quality
0,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_001.jpg,others,others,closeup,ObjectResults[k],ObjectCountResults[k],single,others,"adult,others","male,male","white,others",bright
1,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_002.jpg,,,s3Results[k],ObjectResults[k],ObjectCountResults[k],people_count_results[k],activities_content_results[k],ageResults[k],genderResults[k],raceResults[k],qualityResults[k]
2,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_003.jpg,,,s3Results[k],ObjectResults[k],ObjectCountResults[k],people_count_results[k],activities_content_results[k],ageResults[k],genderResults[k],raceResults[k],qualityResults[k]
3,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_004.jpg,,,s3Results[k],ObjectResults[k],ObjectCountResults[k],people_count_results[k],activities_content_results[k],ageResults[k],genderResults[k],raceResults[k],qualityResults[k]
4,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_005.jpg,nightclub,others,others,ObjectResults[k],ObjectCountResults[k],others,others,others,others,others,bright
5,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_006.jpg,nightclub,red light,closeup,ObjectResults[k],ObjectCountResults[k],single,substance use,others,male,white,bright
6,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_007.jpg,,,s3Results[k],ObjectResults[k],ObjectCountResults[k],people_count_results[k],activities_content_results[k],ageResults[k],genderResults[k],raceResults[k],qualityResults[k]
7,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_008.jpg,nightclub,red light,closeup,ObjectResults[k],ObjectCountResults[k],single,others,adult,female,black,bright
8,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_009.jpg,,,s3Results[k],ObjectResults[k],ObjectCountResults[k],people_count_results[k],activities_content_results[k],ageResults[k],genderResults[k],raceResults[k],qualityResults[k]
9,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_010.jpg,others,others,closeup,ObjectResults[k],ObjectCountResults[k],single,standing,adult,female,white,bright
10,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_011.jpg,,,s3Results[k],ObjectResults[k],ObjectCountResults[k],people_count_results[k],activities_content_results[k],ageResults[k],genderResults[k],raceResults[k],qualityResults[k]
11,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_012.jpg,nightclub,red light,closeup,ObjectResults[k],ObjectCountResults[k],single,standing,adult,female,white,dark
12,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_013.jpg,,,s3Results[k],ObjectResults[k],ObjectCountResults[k],people_count_results[k],activities_content_results[k],ageResults[k],genderResults[k],raceResults[k],qualityResults[k]
13,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_014.jpg,others,red light,side,ObjectResults[k],ObjectCountResults[k],single,expressions,adult,female,white,dark
14,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_015.jpg,shop,low light,others,ObjectResults[k],ObjectCountResults[k],others,group activity,others,others,others,bright
15,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_016.jpg,others,red light,closeup,ObjectResults[k],ObjectCountResults[k],couple,others,others,female,white,bright
16,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_017.jpg,,,s3Results[k],ObjectResults[k],ObjectCountResults[k],people_count_results[k],activities_content_results[k],ageResults[k],genderResults[k],raceResults[k],qualityResults[k]
17,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_018.jpg,nightclub,blue light,side,ObjectResults[k],ObjectCountResults[k],couple,others,"teen,teen,adult,others,adult","female,female,male,male,female","white,white,white,white,asian",bright
18,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_019.jpg,,,s3Results[k],ObjectResults[k],ObjectCountResults[k],people_count_results[k],activities_content_results[k],ageResults[k],genderResults[k],raceResults[k],qualityResults[k]
19,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_020.jpg,nightclub,red light,closeup,ObjectResults[k],ObjectCountResults[k],couple,others,"others,adult,adult,adult,teen","female,male,male,female,female","white,white,white,white,asian",dark
20,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_021.jpg,,,s3Results[k],ObjectResults[k],ObjectCountResults[k],people_count_results[k],activities_content_results[k],ageResults[k],genderResults[k],raceResults[k],qualityResults[k]
21,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_022.jpg,others,blue light,closeup,ObjectResults[k],ObjectCountResults[k],single,expressions,adult,female,white,bright
22,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_023.jpg,,,s3Results[k],ObjectResults[k],ObjectCountResults[k],people_count_results[k],activities_content_results[k],ageResults[k],genderResults[k],raceResults[k],qualityResults[k]
23,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_024.jpg,,,s3Results[k],ObjectResults[k],ObjectCountResults[k],people_count_results[k],activities_content_results[k],ageResults[k],genderResults[k],raceResults[k],qualityResults[k]
24,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_025.jpg,,,s3Results[k],ObjectResults[k],ObjectCountResults[k],people_count_results[k],activities_content_results[k],ageResults[k],genderResults[k],raceResults[k],qualityResults[k]
25,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_026.jpg,,,s3Results[k],ObjectResults[k],ObjectCountResults[k],people_count_results[k],activities_content_results[k],ageResults[k],genderResults[k],raceResults[k],qualityResults[k]
26,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_027.jpg,,,s3Results[k],ObjectResults[k],ObjectCountResults[k],people_count_results[k],activities_content_results[k],ageResults[k],genderResults[k],raceResults[k],qualityResults[k]
27,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_028.jpg,,,s3Results[k],ObjectResults[k],ObjectCountResults[k],people_count_results[k],activities_content_results[k],ageResults[k],genderResults[k],raceResults[k],qualityResults[k]
28,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_029.jpg,others,others,side,ObjectResults[k],ObjectCountResults[k],single,talking,adult,male,white,bright
29,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_030.jpg,,,s3Results[k],ObjectResults[k],ObjectCountResults[k],people_count_results[k],activities_content_results[k],ageResults[k],genderResults[k],raceResults[k],qualityResults[k]
30,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_031.jpg,others,others,side,ObjectResults[k],ObjectCountResults[k],single,standing,adult,male,white,bright
31,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_032.jpg,others,others,side,ObjectResults[k],ObjectCountResults[k],single,others,adult,male,white,bright
32,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_033.jpg,,,s3Results[k],ObjectResults[k],ObjectCountResults[k],people_count_results[k],activities_content_results[k],ageResults[k],genderResults[k],raceResults[k],qualityResults[k]
33,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_034.jpg,nightclub,red light,closeup,ObjectResults[k],ObjectCountResults[k],couple,NSFW,others,female,asian,bright
34,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_035.jpg,others,red light,side,ObjectResults[k],ObjectCountResults[k],single,singing,adult,female,white,dark
35,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_036.jpg,others,others,others,ObjectResults[k],ObjectCountResults[k],single,others,"adult,adult","male,male","white,white",bright
36,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_037.jpg,others,red light,others,ObjectResults[k],ObjectCountResults[k],single,singing,teen,female,white,bright
37,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_038.jpg,others,others,others,ObjectResults[k],ObjectCountResults[k],couple,others,others,male,others,dark
38,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_039.jpg,,,s3Results[k],ObjectResults[k],ObjectCountResults[k],people_count_results[k],activities_content_results[k],ageResults[k],genderResults[k],raceResults[k],qualityResults[k]
39,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_040.jpg,,,s3Results[k],ObjectResults[k],ObjectCountResults[k],people_count_results[k],activities_content_results[k],ageResults[k],genderResults[k],raceResults[k],qualityResults[k]
40,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_041.jpg,,,s3Results[k],ObjectResults[k],ObjectCountResults[k],people_count_results[k],activities_content_results[k],ageResults[k],genderResults[k],raceResults[k],qualityResults[k]
41,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_042.jpg,nightclub,red light,closeup,ObjectResults[k],ObjectCountResults[k],single,others,adult,female,white,bright
42,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_043.jpg,jungle,others,others,ObjectResults[k],ObjectCountResults[k],others,still,others,others,others,bright
